Orig_FID,Class,Quadrant,District,Orig_area,ISEA3H24Area,ISEA3H24DiffArea,ISEA3H25Area,ISEA3H25DiffArea,ISEA3H26Area,ISEA3H26DiffArea,ISEA3H27Area,ISEA3H27DiffArea,ISEA3H28Area,ISEA3H28DiffArea,ISEA4H18Area,ISEA4H18DiffArea,ISEA4H19Area,ISEA4H19DiffArea,ISEA4H20Area,ISEA4H20DiffArea,ISEA4H21Area,ISEA4H21DiffArea,ISEA4H22Area,ISEA4H22DiffArea,ISEA4T17Area,ISEA4T17DiffArea,ISEA4T18Area,ISEA4T18DiffArea,ISEA4T19Area,ISEA4T19DiffArea,ISEA4T20Area,ISEA4T20DiffArea,ISEA4T21Area,ISEA4T21DiffArea,ISEA4D18Area,ISEA4D18DiffArea,ISEA4D19Area,ISEA4D19DiffArea,ISEA4D20Area,ISEA4D20DiffArea,ISEA4D21Area,ISEA4D21DiffArea,ISEA4D22Area,ISEA4D22DiffArea
812,Manicured,NE,707I,761.8213542,5618.952791,4857.131437,3564.711991,2802.890637,1874.00118,1112.179826,1745.433359,983.6120045,1322.501428,560.6800741,8939.334844,8177.51349,5587.084276,4825.262922,3072.896348,2311.074994,2060.237323,1298.415969,1385.131304,623.3099502,13409.00248,12647.18113,8939.334846,8177.513492,5400.848131,4639.026777,3212.573457,2450.752103,1874.00118,1112.179826,11919.11315,11157.2918,7076.973417,6315.152062,4097.195137,3335.373782,2339.591538,1577.770184,1577.187327,815.3659728
813,Manicured,NE,707F,859.281463,2718.848094,1859.566631,1752.146552,892.8650893,1204.715034,345.4335712,1168.097699,308.8162362,1056.210946,196.9294833,3724.722804,2865.441341,2793.542111,1934.260648,1908.920442,1049.638979,1257.093948,397.8124846,1065.037927,205.7564639,8939.335112,8080.053649,3724.722847,2865.441384,2421.069835,1561.788372,1699.404784,840.1233209,1204.715034,345.4335712,4469.667417,3610.385954,2979.778256,2120.496793,1908.92044,1049.638977,1303.652983,444.37152,1070.857807,211.5763438
814,Manicured,NE,707I,547.2737036,3987.643592,3440.369888,2416.753692,1869.479988,1210.534831,663.2611274,1141.244802,593.9710982,888.3807585,341.1070549,7449.445102,6902.171399,3352.250298,2804.976594,2048.59741,1501.323706,1338.572167,791.2984629,983.5595506,436.285847,8939.334246,8392.060542,5214.61163,4667.337927,3538.486431,2991.212727,1955.479336,1408.205633,1210.534831,663.2611274,5959.556154,5412.28245,4469.667073,3922.393369,2421.069654,1873.795951,1454.969748,907.6960449,980.6496108,433.3759072
815,Manicured,NE,707H,272.6962242,1631.308753,1358.612528,1147.958001,875.261777,541.2487484,268.5525241,550.4827892,277.786565,411.7432258,139.0470015,4469.667021,4196.970797,1862.361268,1589.665044,884.6216072,611.9253829,593.6276598,320.9314356,427.7611089,155.0648846,5959.556124,5686.8599,2979.778062,2707.081838,1396.770957,1124.074733,814.7830594,542.0868352,541.2487484,268.5525241,2979.778062,2707.081838,1489.889028,1217.192804,884.6216084,611.9253841,558.7083856,286.0121614,421.9412295,149.2450053
816,Manicured,NE,707I,150.9949264,725.0261638,574.0312374,483.350773,332.3558466,238.6150553,87.62012889,248.3885919,97.39366554,208.1093608,57.11443448,744.9445566,593.9496302,931.1807047,780.1857783,465.5903518,314.5954255,279.3542112,128.3592848,221.1554173,70.16049092,2979.778226,2828.7833,1489.889137,1338.89421,465.5903518,314.5954254,419.0313163,268.03639,238.6150553,87.62012889,2234.833706,2083.838779,744.944563,593.9496366,558.7084217,407.7134954,290.9939697,139.9990434,226.9752966,75.98037024
817,Manicured,NE,707I,273.165241,1087.539274,814.3740332,664.6073297,391.4420887,360.8325327,87.66729171,389.3659109,116.2006699,355.799884,82.63464302,2234.833737,1961.668496,744.9445873,471.7793463,651.826507,378.661266,430.6710867,157.5058457,360.832532,87.66729102,4469.667473,4196.502232,1489.88917,1216.723929,1210.534941,937.3697005,605.2674737,332.1022328,360.8325327,87.66729171,2234.833773,1961.668532,1489.889161,1216.72392,698.3855472,425.2203062,395.7518106,122.5865697,346.2828336,73.11759258
818,Manicured,NE,707G,71.29213347,362.5131652,291.2210317,302.0943037,230.8021702,151.3168997,80.02476626,147.6905484,76.39841495,111.8867792,40.59464569,744.9447365,673.652603,931.1809207,859.8887872,325.9133221,254.6211887,174.5964226,103.3042891,122.2174959,50.92536246,2979.778946,2908.486813,2234.83421,2163.542076,558.7085524,487.4164189,209.5157073,138.2235738,151.3168997,80.02476626,2979.778946,2908.486813,744.9447365,673.6526031,325.9133227,254.6211892,197.8759457,126.5838123,133.8572575,62.56512399
819,Manicured,NE,707I,479.7148942,1812.565416,1332.850521,1329.214639,849.4997444,774.0439671,294.3290728,758.5921929,278.8772986,633.2790283,153.564134,4469.667437,3989.952543,1862.361427,1382.646533,1257.093964,777.3790697,849.7024001,369.9875059,663.4662576,183.7513634,5959.556597,5479.841703,2607.305976,2127.591082,1583.007208,1103.292313,1024.298783,544.5838889,774.0439671,294.3290728,3724.722808,3245.007914,2048.597561,1568.882667,1303.652996,823.9381019,919.5409529,439.8260587,704.2054135,224.4905193
820,Manicured,NE,707I,353.6806912,1268.795817,915.1151261,725.0261791,371.3454879,517.9692802,164.288589,483.3507852,129.670094,436.3583482,82.67765693,3724.722906,3371.042215,1117.416872,763.736181,884.6216894,530.9409982,523.7891592,170.108468,436.4909659,82.81027464,2979.778329,2626.097638,1117.416866,763.7361747,1024.298803,670.6181114,698.3855463,344.7048551,517.9692802,164.288589,1489.889139,1136.208448,1117.416871,763.7361802,791.5036181,437.8229269,558.7084366,205.0277454,451.0406646,97.35997337
821,Manicured,NE,707F,1630.998191,4712.669913,3081.671721,3262.617613,1631.619422,2269.752894,638.7547028,2161.652001,530.6538101,1933.403031,302.4048397,8939.334438,7308.336247,4469.667241,2838.66905,3072.89623,1441.898039,2246.473377,615.4751861,1952.569476,321.5712847,10429.22354,8798.225347,6704.500928,5073.502736,4097.194968,2466.196777,2840.101059,1209.102868,2269.752894,638.7547028,8939.334557,7308.336366,5214.611774,3583.613582,3398.809461,1767.81127,2537.467337,906.4691456,2080.606819,449.6086273
822,Manicured,NE,707I,42.37836181,725.0261763,682.6478144,241.675392,199.2970302,69.83855457,27.46019277,120.8376964,78.45933455,78.32072916,35.94236735,744.9445875,702.5662257,744.9445812,702.5662194,279.354219,236.9758572,139.6771092,97.29874736,90.20813301,47.8297712,1489.889124,1447.510762,1117.416873,1075.038512,372.4722905,330.0939287,162.9566269,120.5782651,69.83855457,27.46019277,1489.889149,1447.510788,372.4722905,330.0939287,186.2361444,143.8577826,81.47831371,39.09995191,64.01867503,21.64031322
823,Manicured,NE,707I,232.4258891,906.2827247,673.8568356,664.6073333,432.1814442,378.2921724,145.8662833,355.7998851,123.373996,319.9961237,87.57023458,2979.77837,2747.352481,1117.416886,884.9909971,605.2674767,372.8415876,407.391571,174.9656819,320.0933766,87.6674875,4469.667431,4237.241542,1489.889149,1257.46326,931.1807234,698.7548342,535.4289208,303.0030317,378.2921724,145.8662833,2234.833705,2002.407816,1117.416863,884.9909734,605.2674754,372.8415863,407.3915703,174.9656811,320.0933766,87.66748751
824,Manicured,NE,707F,133.7435946,543.7696423,410.0260477,362.5131005,228.769506,215.3355484,81.59195384,214.8225769,81.07898234,187.9697547,54.22616015,2234.833819,2101.090224,931.1807435,797.4371489,325.9132629,192.1696683,267.7144664,133.9708718,203.6957893,69.9521947,1489.889165,1356.145571,1117.416904,983.6733099,465.5903782,331.8467836,325.9132615,192.1696669,215.3355484,81.59195384,1489.889191,1356.145596,558.7084504,424.9648558,372.4722977,238.7287032,232.795187,99.0515924,194.9659696,61.222375
825,Manicured,NE,707I,137.7949109,543.7696614,405.9747506,362.5131067,224.7181959,226.9753127,89.18040189,234.962198,97.16728715,183.4942882,45.69937729,2234.833829,2097.038919,744.9446157,607.1497048,325.9132693,188.1183584,279.3542309,141.5593201,192.0560339,54.26112305,4469.667658,4331.872747,1117.416933,979.6220218,744.9446184,607.1497075,372.472309,234.6773981,226.9753127,89.18040189,2234.833865,2097.038954,1117.416926,979.6220155,465.5903863,327.7954754,256.0747118,118.2798009,203.6957936,65.90088273
826,Manicured,NE,707F,124.7173446,725.0262035,600.3088589,422.9319505,298.2146059,192.056032,67.33868737,201.3961677,76.67882312,170.067875,45.35053038,2234.833845,2110.1165,558.7084612,433.9911165,465.5903805,340.8730359,256.0747088,131.3573642,200.7858514,76.06850678,2979.778453,2855.061108,1117.416927,992.6995828,651.826531,527.1091864,279.3542284,154.6368838,192.056032,67.33868737,1489.889252,1365.171907,931.1807607,806.4634161,325.9132675,201.1959229,209.5156717,84.79832704,183.3262122,58.60886754
827,Manicured,NE,707I,188.3421254,1087.539301,899.197176,604.1885048,415.8463794,331.7331457,143.3910203,342.3734854,154.03136,261.8150181,73.47289266,2234.833876,2046.49175,1117.41691,929.0747847,512.1494184,323.807293,384.1120642,195.7699388,276.4442881,88.10216271,8939.335235,8750.99311,2234.833809,2046.491683,838.0626805,649.7205551,465.5903809,277.2482555,331.7331457,143.3910203,2979.778412,2791.436286,1117.416904,929.074779,651.8265322,463.4844069,407.3915824,219.049457,302.6337469,114.2916215
828,Manicured,NE,707F,115.7174504,1631.308926,1515.591476,725.0261833,609.3087329,314.2734927,198.5560423,335.6602688,219.9428184,246.1508641,130.4334137,3724.722968,3609.005518,2048.597607,1932.880156,791.5036314,675.786181,477.230126,361.5126756,273.5343404,157.81689,4469.66731,4353.94986,1862.361453,1746.644003,1024.298803,908.5813522,651.8265023,536.1090519,314.2734927,198.5560423,2234.833716,2119.116266,1117.416868,1001.699417,698.3855362,582.6680858,337.5530104,221.83556,247.3448812,131.6274307
829,Manicured,NE,707H,190.3103273,2175.078558,1984.768231,906.2827185,715.9723912,459.770485,269.4601577,409.5055281,219.1952007,337.898004,147.5876766,2979.77834,2789.468013,1489.889162,1299.578834,977.7397681,787.4294408,547.0686767,356.7583494,352.1027139,161.7923865,4469.667432,4279.357105,1862.361471,1672.051144,1024.298806,833.9884788,512.1494044,321.839077,459.770485,269.4601577,2234.833794,2044.523466,1117.416887,927.1065599,558.7084411,368.3981137,477.2301242,286.9197969,311.3635582,121.0532309
830,Manicured,NE,707F,92.80370916,1812.565478,1719.761768,543.7696475,450.9659383,279.354222,186.5505128,275.2414255,182.4377163,203.633901,110.8301918,2234.83384,2142.030131,1489.88919,1397.085481,791.5036336,698.6999244,372.4723003,279.6685911,215.3355489,122.5318397,4469.667495,4376.863786,1862.361484,1769.557775,838.0626782,745.258969,419.031337,326.2276278,279.354222,186.5505128,2234.833809,2142.030099,931.1807601,838.3770509,419.031337,326.2276278,290.9939815,198.1902723,200.7858491,107.9821399
831,Manicured,NE,707I,85.41918821,1087.539294,1002.120106,543.7696468,458.3504586,226.9753093,141.5561211,268.5282201,183.1090319,199.1584303,113.7392421,2234.83384,2149.414651,1676.125355,1590.706167,744.944603,659.5254148,395.7518185,310.3326303,221.1554274,135.7362392,4469.667495,4384.248307,1862.361466,1776.942278,838.0626754,752.6434872,395.7518195,310.3326313,226.9753093,141.5561211,2234.833732,2149.414544,931.1807441,845.7615559,419.0313397,333.6121515,232.7951895,147.3760013,183.32621,97.90702178
832,Manicured,NE,707H,193.1423739,1450.052404,1256.91003,1087.539319,894.3969447,488.8699063,295.7275325,483.3508099,290.208436,344.6112263,151.4688524,2979.778499,2786.636125,1862.361557,1669.219184,1024.298848,831.156474,547.0687047,353.9263308,366.6524303,173.5100564,5959.556988,5766.414614,2979.778463,2786.636089,1210.534995,1017.392621,838.0626937,644.9203198,488.8699063,295.7275325,3724.723076,3531.580702,1303.653077,1110.510703,884.6217345,691.4793607,523.7891857,330.6468119,372.4723099,179.329936
833,Manicured,NE,707G,530.3570109,1631.309297,1100.952286,1087.539526,557.1825152,704.2055934,173.8485824,718.3131451,187.9561341,613.1395692,82.78255828,2234.834292,1704.477281,1303.653326,773.2963146,1024.299045,493.9420346,744.9447606,214.5877497,646.0067842,115.6497732,2979.778967,2449.421956,2607.306624,2076.949613,1489.889517,959.5325059,931.1809474,400.8239364,704.2055934,173.8485824,3724.723765,3194.366754,1862.361896,1332.004885,1070.858089,540.5010779,768.2242829,237.8672719,637.2769628,106.9199518
834,Manicured,NE,707I,91.58006573,1268.7959,1177.215834,543.7696658,452.1896001,215.3355572,123.7554914,221.5357917,129.955726,154.4037334,62.82366767,2234.833907,2143.253841,744.944635,653.3645693,512.1494328,420.569367,256.0747178,164.4946521,177.5063381,85.92627232,4469.667864,4378.087798,1117.416958,1025.836893,838.0627123,746.4826465,488.8699164,397.2898506,215.3355572,123.7554914,1489.889293,1398.309227,1117.416953,1025.836887,558.7084762,467.1284105,232.7951972,141.2151314,165.866578,74.28651227
835,Manicured,NE,707F,436.9361722,2718.848172,2281.912,1450.052368,1013.116196,820.6030184,383.6668462,745.1657927,308.2296205,637.7545093,200.8183371,5959.556762,5522.62059,2048.597571,1611.661399,1303.653017,866.716845,849.7024134,412.7662412,663.4662669,226.5300947,5959.556659,5522.620487,2607.306048,2170.369876,2048.597631,1611.661459,1094.137367,657.2011947,820.6030184,383.6668462,2979.778381,2542.842209,2234.833783,1797.897611,1163.975922,727.0397494,849.702417,412.7662448,613.9972929,177.0611207
836,Manicured,NE,707G,263.5412187,1087.539539,823.9983202,725.0263602,461.4851415,424.8513123,161.3100936,409.5056283,145.9644096,335.660351,72.11913235,3724.723822,3461.182603,1117.417149,853.8759304,698.3857164,434.8444977,430.6711932,167.1299745,357.9226807,94.38146202,2979.779111,2716.237892,1489.889545,1226.348326,1117.417159,853.87594,581.988101,318.4468824,424.8513123,161.3100936,2234.834322,1971.293104,1303.653352,1040.112133,651.8266728,388.2854541,453.9507168,190.4094981,343.372978,79.83175931
837,Manicured,NE,707I,3484.613368,5981.466433,2496.853064,5135.602496,1650.989127,4085.555762,600.9423941,3987.644296,503.0309272,3799.674531,315.0611629,8939.335646,5454.722278,6145.793292,2661.179924,4749.022078,1264.408709,4201.953364,717.3399955,3826.571104,341.957736,10429.22479,6944.611422,7449.44642,3964.833051,5400.848635,1916.235267,4679.183523,1194.570155,4085.555762,600.9423941,9684.280342,6199.666973,6332.029434,2847.416066,5121.494404,1636.881036,4306.711202,822.097834,3873.130145,388.5167764
838,Manicured,NE,707I,310.0962836,1087.539364,777.4430807,725.0262462,414.9299626,465.5904073,155.4941237,463.2112126,153.114929,409.5055647,99.40928109,2979.778628,2669.682344,1117.416976,807.3206921,744.9446495,434.8483659,512.1494478,202.0531642,410.3015464,100.2052628,4469.667926,4159.571643,1117.416974,807.3206903,1024.298892,714.2026088,628.5470496,318.450766,465.5904073,155.4941237,1489.889314,1179.79303,1303.653139,993.5568556,698.3856114,388.2893278,512.149448,202.0531645,421.9413063,111.8450227
839,Manicured,NE,707F,4071.202459,7975.288495,3904.086036,6283.560632,2212.358172,4941.078065,869.8756059,4820.081766,748.8793068,4526.938447,455.7359871,13409.00338,9337.800918,7821.918621,3750.716161,6006.116087,1934.913627,5098.214823,1027.012364,4551.146109,479.9436492,14898.89253,10827.69007,10429.22481,6358.022347,7449.446327,3378.243867,5656.923305,1585.720845,4941.078065,869.8756059,13409.00332,9337.800861,8753.099436,4681.896977,6238.911305,2167.708845,5261.171463,1189.969004,4690.823229,619.6207694
840,Manicured,NE,707F,203.2811796,2537.591911,2334.310731,1570.89023,1367.609051,704.2055047,500.9243252,617.6149625,414.3337829,427.4074559,224.1262764,5214.612678,5011.331499,2234.833993,2031.552814,1350.212207,1146.931027,686.745864,483.4646844,456.860596,253.5794164,8939.335913,8736.054734,4097.195656,3893.914477,2327.952081,2124.670902,1187.255562,983.9743825,704.2055047,500.9243252,6704.501976,6501.220796,3538.487164,3335.205985,1769.243583,1565.962403,989.3796348,786.0984553,584.8979605,381.6167809
841,Manicured,NE,707I,184.0282502,2537.592001,2353.563751,1450.052571,1266.024321,663.4663663,479.438116,617.614984,433.5867337,411.7433227,227.7150724,5214.612827,5030.584577,2421.070248,2237.041997,1303.653211,1119.624961,721.6651705,537.6369203,445.2208512,261.1926009,10429.22576,10245.19751,4097.195807,3913.167557,1955.479817,1771.451567,1163.976081,979.947831,663.4663663,479.438116,6704.502239,6520.473988,3166.014944,2981.986693,1722.6846,1538.65635,942.8206259,758.7923757,567.4383397,383.4100895
842,Manicured,NE,707I,1878.337039,5256.440739,3378.1037,3745.969271,1867.632232,2618.946267,740.609228,2544.305287,665.9682487,2269.063816,390.7267774,8939.336624,7060.999585,5028.376846,3150.039807,3771.282629,1892.94559,2758.623401,880.2863625,2327.952236,449.6151976,14898.89432,13020.55728,8194.391885,6316.054846,4842.140663,2963.803624,3305.692178,1427.355139,2618.946267,740.609228,10429.22606,8550.889022,5959.557738,4081.2207,3910.959763,2032.622725,2909.940298,1031.603259,2415.250446,536.9134074
843,Manicured,NE,707G,217.2194951,2175.079011,1957.859516,1087.539507,870.3200119,570.348321,353.1288259,516.9169258,299.6974306,393.8414675,176.6219724,2979.778998,2762.559503,2234.834232,2017.614737,1070.858071,853.6385759,640.1868906,422.9673955,421.94136,204.7218649,7449.447282,7232.227787,2607.306585,2390.08709,1583.007585,1365.78809,838.0628385,620.8433434,570.348321,353.1288259,4469.668424,4252.448929,2421.070421,2203.850926,1210.53521,993.3157145,756.5845069,539.3650118,483.0501084,265.8306133
844,Manicured,NE,707I,1428.334131,5075.184174,3646.850042,3564.712683,2136.378551,2246.473912,818.1397808,2154.939311,726.6051792,1785.71295,357.3788187,10429.22615,9000.892017,4842.140656,3413.806524,3398.810281,1970.476149,2339.592005,911.2578733,1856.541914,428.2077828,16388.78373,14960.4496,7449.447117,6021.112986,4562.786393,3134.452262,2979.778865,1551.444734,2246.473912,818.1397808,10429.22593,9000.891796,5959.557723,4531.223591,3678.16453,2249.830398,2595.666744,1167.332613,2031.13833,602.8041984
845,Manicured,NE,707I,100.7268828,1993.822452,1893.095569,664.6074746,563.8805918,331.7332046,231.0063218,308.807515,208.0806322,226.0112978,125.284415,3724.723729,3623.996846,1117.417119,1016.690236,884.6218862,783.8950034,419.031425,318.3045422,261.8946383,161.1677555,4469.668421,4368.941538,2234.834271,2134.107389,1024.299043,923.5721598,488.8699935,388.1431107,331.7332046,231.0063218,2234.834272,2134.107389,1117.417145,1016.690262,512.1495188,411.422636,349.1928472,248.4659644,226.9753534,126.2484706
846,Manicured,NE,707G,468.596134,1450.052741,981.4566071,1027.120686,558.5245524,680.9260862,212.3299522,664.6075043,196.0113703,575.0980769,106.5019429,2979.779131,2511.182997,1676.12573,1207.529596,1024.299067,555.7029325,744.9447761,276.348642,608.1775724,139.5814383,2979.779111,2511.182976,2607.306704,2138.71057,1396.771456,928.1753219,884.6219203,416.0257863,680.9260862,212.3299522,2979.77911,2511.182976,1489.889557,1021.293423,977.7400185,509.1438844,721.6652546,253.0691205,605.2676324,136.6714984
847,Manicured,NE,707I,109.9246682,725.0263915,615.1017233,302.0943293,192.1696611,192.0560813,82.13141319,174.5433901,64.61872197,152.1660326,42.24136441,2234.83439,2124.909722,558.7085981,448.7839299,372.4724,262.5477319,197.8759623,87.95129416,165.8666156,55.94194747,2979.779193,2869.854525,1117.41719,1007.492522,465.5904989,355.6658307,279.3543001,169.4296319,192.0560813,82.13141319,1489.889571,1379.964903,744.9447968,635.0201286,372.4724001,262.5477319,232.7952501,122.8705819,168.7765562,58.85188809
848,Manicured,NE,707I,4270.008592,9606.597561,5336.588968,7491.937671,3221.929078,5633.643732,1363.635139,5491.4023,1221.393708,5019.24016,749.2315679,12664.05885,8394.050262,8753.099405,4483.090813,7309.769191,3039.760598,5889.718456,1619.709864,5133.134059,863.1254662,16388.7819,12118.77331,13036.53114,8766.522548,9218.689854,4948.681261,6518.265516,2248.256924,5633.643732,1363.635139,14898.89271,10628.88412,10056.75255,5786.743957,7123.533016,2853.524424,5994.476281,1724.467688,5194.24279,924.2341975
849,Manicured,NE,707G,535.933849,1631.30932,1095.375471,1268.796132,732.8622834,721.6652485,185.7313995,745.1659848,209.2321358,686.984857,151.051008,3724.723832,3188.789983,2048.598136,1512.664287,1024.299061,488.3652124,826.4231063,290.4892573,698.3857239,162.4518748,4469.668542,3933.734693,1862.361921,1326.428072,1676.125724,1140.191875,931.1809664,395.2471174,721.6652485,185.7313995,2234.834333,1698.900484,1862.361915,1326.428066,1070.858114,534.9242646,791.5038209,255.5699719,672.1962599,136.2624109
850,Manicured,NE,707I,175.6856411,906.2829533,730.5973121,785.4452299,609.7595888,389.9320243,214.2463832,389.3660086,213.6803675,306.5697889,130.8841477,4469.668651,4293.98301,1117.417171,941.7315304,791.5038214,615.8181803,453.9507191,278.265078,325.9133367,150.2276956,4469.668666,4293.983025,1862.361903,1686.676262,1583.007619,1407.321978,721.6652412,545.9796001,389.9320243,214.2463832,2234.834256,2059.148615,1676.125708,1500.440067,791.5038122,615.8181711,419.0314298,243.3457887,308.4536921,132.768051
851,Manicured,NE,707I,2394.568287,5981.46765,3586.899363,5135.603527,2741.03524,3375.531086,980.9627987,3276.045133,881.476846,2904.581001,510.0127146,11174.17182,8779.603534,6704.503094,4309.934807,4655.904939,2261.336652,3457.009419,1062.441133,3003.05869,608.4904031,13409.00618,11014.4379,10056.75465,7662.186363,6332.030721,3937.462434,4492.94827,2098.379983,3375.531086,980.9627987,12664.06142,10269.49313,7821.920303,5427.352016,5261.172582,2866.604296,3771.283004,1376.714718,3069.987325,675.4190377
852,Manicured,NE,707I,289.7327797,1268.796204,979.063424,664.6075311,374.8747514,424.8513358,135.1185561,402.7924437,113.059664,371.4641425,81.73136282,2234.834451,1945.101672,931.1810099,641.4482303,651.8267083,362.0939287,488.8700303,199.1372506,363.7425821,74.0098025,2979.779172,2690.046393,1117.417208,827.6844281,931.1810139,641.4482342,605.267657,315.5348773,424.8513358,135.1185561,2234.834415,1945.101636,1303.65342,1013.92064,744.9448081,455.2120284,477.2302674,187.4974877,407.3916919,117.6589122
853,Manicured,NE,707I,648.0863742,4168.901844,3520.815469,2598.011299,1949.924924,1431.690823,783.6044484,1302.362253,654.2758785,1031.596216,383.5098417,7449.448158,6801.361784,4469.668897,3821.582522,2374.5116,1726.425226,1536.448683,888.3623086,1076.678058,428.5916836,11919.11698,11271.03061,6704.503301,6056.416926,3352.251679,2704.165305,2002.039202,1353.952828,1431.690823,783.6044484,9684.282533,9036.196158,4655.905113,4007.818739,2653.865923,2005.779549,1745.96442,1097.878046,1178.525985,530.4396103
854,Manicured,NE,707G,2032.256657,5075.184763,3042.928106,3504.294245,1472.037587,2653.865865,621.6092078,2638.29049,606.0338327,2387.664082,355.4074247,6704.503195,4672.246538,5028.377426,2996.120769,3491.928769,1459.672112,2816.822542,784.5658845,2432.710374,400.4537174,14898.89566,12866.639,7821.920448,5789.663791,4562.786934,2530.530277,3282.413041,1250.156384,2653.865865,621.6092078,9684.282475,7652.025818,5587.086043,3554.829386,3678.164968,1645.908311,2851.741828,819.485171,2479.269424,447.0127668
855,Manicured,NE,707G,126.1943225,906.2830556,780.0887331,422.9320937,296.7377712,238.6151491,112.4208266,228.2490662,102.0547437,174.5434035,48.34908103,2234.83457,2108.640247,744.9448561,618.7505336,372.4724275,246.2781051,256.0747944,129.8804719,186.2362141,60.04189164,1489.889761,1363.695439,1117.417303,991.2229805,744.9448585,618.750536,325.9133749,199.7190524,238.6151491,112.4208266,2234.834606,2108.640283,1117.417288,991.2229655,465.5905356,339.3962131,302.6338477,176.4395252,206.6057999,80.41147749
856,Manicured,NE,707G,378.6087762,1268.796255,890.1874786,1087.539647,708.9308707,564.5285124,185.9197362,530.3434079,151.7346317,467.6868026,89.07802642,2979.779357,2601.170581,1117.417267,738.8084906,838.0629461,459.4541699,593.6279207,215.0191445,491.7799931,113.1712169,8939.338196,8560.729419,2607.306982,2228.698205,1583.007791,1204.399015,838.0629473,459.4541711,564.5285124,185.9197362,3724.724264,3346.115488,1862.36211,1483.753333,977.7401055,599.1313293,640.1869727,261.5781965,509.2396376,130.6308614
857,Manicured,NE,707I,213.8075097,906.2830389,692.4755292,543.7698288,329.962319,331.7332521,117.9257424,328.9471793,115.1396696,286.4301969,72.62268713,1489.889705,1276.082195,1117.417273,903.6097629,558.7086341,344.9011244,395.7519496,181.9444399,288.0841398,74.27663009,2979.779358,2765.971848,1862.362117,1648.554607,838.0629545,624.2554448,465.5905288,251.783019,331.7332521,117.9257424,2234.834554,2021.027044,931.1810634,717.3735537,558.7086351,344.9011253,384.1121868,170.304677,308.4537256,94.64621584
858,Manicured,NE,707G,513.728682,1812.566061,1298.837379,1268.796239,755.067557,768.2243603,254.4956783,725.0264238,211.2977418,639.9924604,126.2637784,2979.779363,2466.050681,1862.362085,1348.633403,1070.858197,557.1295151,803.1436488,289.4149668,651.8267296,138.0980476,4469.668933,3955.940251,3724.724171,3210.995489,1489.889668,976.1609865,1070.858199,557.129517,768.2243603,254.4956783,5214.61384,4700.885158,2234.834503,1721.105821,1396.771563,883.0428812,907.9015167,394.1728347,712.9354857,199.2068037
859,Manicured,NE,707G,393.2171966,1812.566131,1419.348934,1208.377421,815.1602244,744.9448633,351.7276667,691.4604126,298.243216,552.720783,159.5035864,3724.724331,3331.507134,1862.362154,1469.144958,1210.535403,817.3182064,768.2243903,375.0071937,573.2583518,180.0411553,5959.559003,5566.341806,2979.779461,2586.562264,1862.362161,1469.144964,1070.858242,677.641045,744.9448633,351.7276667,5214.614056,4821.396859,2793.543242,2400.326046,1489.889727,1096.672531,942.8208427,549.6036461,660.5565781,267.3393815
860,Manicured,NE,707G,870.6554261,2175.079307,1304.42388,1570.890618,700.2351916,1099.957627,229.3022013,1100.966072,230.3106455,995.7924834,125.1370573,4469.669083,3599.013656,1862.362123,991.7066967,1536.448749,665.7933226,1198.895614,328.2401878,1015.569344,144.9139179,5959.558673,5088.903247,3352.251852,2481.596426,2327.95265,1457.297224,1443.330643,572.6752166,1099.957627,229.3022013,4469.669149,3599.013723,2979.779393,2109.123967,1722.684961,852.0295354,1233.814906,363.1594795,1062.128397,191.4729706
861,Manicured,NE,707H,49.60607735,725.0264713,675.420394,664.6075979,615.0015206,215.3356301,165.7295528,208.1094498,158.5033725,127.5509532,77.9448758,2979.779532,2930.173455,931.1811,881.5750227,419.0314963,369.425419,232.7952756,183.1891983,133.8572835,84.25120615,2979.779625,2930.173548,1117.417341,1067.811264,838.0629954,788.4569181,395.7519689,346.1458915,215.3356301,165.7295528,2234.834683,2185.228605,1303.653549,1254.047472,605.2677171,555.6616397,314.2736223,264.6675449,180.4163387,130.8102613
862,Manicured,NE,707G,297.8611351,1268.796376,970.9352412,845.8642481,548.0031129,471.4104516,173.5493165,456.4981661,158.637031,384.8906106,87.02947541,2979.77964,2681.918505,1117.417365,819.5562299,698.3858546,400.5247194,477.2303338,179.3691986,392.8420431,94.98090795,2979.779666,2681.918531,2234.834749,1936.973614,1117.417366,819.5562313,628.5472687,330.6861336,471.4104516,173.5493165,2979.779666,2681.918531,1489.889822,1192.028687,838.0630247,540.2018896,570.3484477,272.4873125,427.7613358,129.9002006
863,Manicured,NE,707H,839.5887175,2900.105925,2060.517207,1872.985078,1033.396361,1262.91439,423.3256727,1201.664261,362.0755432,1067.400098,227.8113808,3724.724475,2885.135758,2421.070893,1581.482175,1862.36223,1022.773513,1396.771674,557.1829569,1044.668816,205.080098,4469.669469,3630.080751,2979.779569,2140.190852,1769.24412,929.6554022,1513.169313,673.5805957,1262.91439,423.3256727,3724.72446,2885.135742,2048.598451,1209.009733,1676.126008,836.53729,1385.131911,545.5431932,1146.51675,306.9280324
